id,dataset,question,ground_truth_answer,ground_truth_explanation,gemini_model,gemini_parsed_answer,gemini_raw_response,gemini_outcome
b3d1eb6c-3909-4011-ad10-d55538b81456,medmcqa,Naglers reaction is shown by,C,"Nagler's reaction - when Clostridium perfringens is grown in media containing 6 % agar, 5% Fildes peptic digest of sheep blood and 20% human serum, with antitoxin spread on one half of plate, colonies in the other half without antitoxin will be surrounded by a zone of opacity. No opacity around the colonies on the half of plate with antitoxin, this is due to the specific neutralization of the alpha-toxin. This specific lecithinase effect, known as the Nagler's reaction. Reference: Textbook of Microbiology; Anathanarayan and paniker's; 10th edition; Page no: 263",models/gemini-2.0-flash,C,C,Correct
e529be7c-f360-4dba-b313-7f3fc240697a,medmcqa,"Which of the following statements are True/False? 1. Hirsutism, which is defined as androgen-dependent excessive male pattern hair growth, affects approximately 25% of women. 2. Virilization refers to a condition in which androgen levels are sufficiently high to cause additional signs and symptoms. 3. Frequently, patients with growth hormone excess (i.e., acromegaly) present with hirsutism. 4. A simple and commonly used method to grade hair growth is the modified scale of Ferriman and Gallwey. 5. Scores above 8 suggest excess androgen-mediated hair growth.",C,"Here statement 1 & 3 are wrong. It is actually a direct pick from harrison, an impoant topic for entrance examinations hirsutism is seen in 10% of woman. Acromegaly rarely causes hirsutism. Ref: Harrisons Principles of Medicine, 18th Edition, Pages 380-382",models/gemini-2.0-flash,C,C,Correct
4e6de6fe-8c69-4553-827d-417ce597f3ac,medmcqa,The pharmakokinetic change occurring in geriatric patient is due to,C,"One of the most impoant pharmacokinetic changes associated with aging is decreased renal elimination of drugs. After age 40, creatinine clearance decreases an average of 8 mL/min/1.73 m2/decade; however, the age-related decrease varies substantially from person to person. Serum creatinine levels often remain within normal limits despite a decrease in GFR because older adults generally have less muscle mass and are generally less physically active than younger adults and thus produce less creatinine. Maintenance of normal serum creatinine levels can mislead clinicians who assume those levels reflect normal kidney function. Decreases in tubular function with age parallel those in glomerular function. Refer katzung 11/e p1039",models/gemini-2.0-flash,C,C,Correct
d64eabcf-da66-438f-a53f-7137d3bba9dd,medmcqa,True regarding lag phase is?,A,"Lag phase: Immediately following the seeding of a culture medium, there is no appreciable number, though there may be an increase in the size of the cells. This initial period is the time required for the adaptation to the new environment, during which the necessary enzymes and metabolic intermediates are built up in adequate quantities for multiplication to proceed. The duration of the lag phase varies with the species, sizes of the inoculation, nature of the culture media and the environmental factors such as temperature REF:Ananthanarayan & Panicker's Textbook of Microbiology 8th edition pg no: 24",models/gemini-2.0-flash,A,A,Correct
35a7eac4-fd96-4184-9a5f-86bba82a5b62,medmcqa,A 60 yr old chronic smoker presents with painless gross hematuria of 1 day duration. Investigation of choice to know the cause of hematuria,D,"Urine microscopy for malignant cytology ""Painless haematuria is by far the most common symptom of bladder cancer and should be regarded as indicative of a bladder carcinoma until proven otherwise."" Bailey & Love 25/e p1336 (24/e p1363) Cigarette smoking is the main etiological factor and accounts ,for about 50% of bladder cancers Among the given options 'urine microscopy' is the best choice for investigating a pt. with high suspicion for bladder ca. This is not a good screening test but a positive result is highly specific. The best investigation would be cystoscopy & biopsy. Investigations for bladder cancer 1. Urinary cytology - Exfoliated cells from both normal and neoplastic urothelium can be readily identified in voided urine. Examination of cytological specimens can detect the malignant cells either at the time of initial presentation or during follow-up. Cytological examination may be especially useful in screening high-risk population and assessing the response to treatment. 2. Cystourethroscopy and tumor resection - The diagnosis and initial staging of bladder cancer is made by cystoscopy and transurethral resection. 3.Imaging (IVP, CT, MRI) - Although various imaging techniques can detect bladder cancer, its presence is confirmed by cystoscopy & biopsy. - Therefore imaging modalities are used to image the upper urinary tract and, when infiltrating bladder tumors are detected to assess the depth of muscle wall infiltration and the presence of local & distant metastasis. - Intravenous urography remains one of the most common imaging tests for the evaluation of hematuria. However, intravenous pyelography is increasingly being replaced by computed tomography (CT) urography, which is more accurate, for evaluation of the entire abdominal cavity, renal parenchyma, and ureters in patients with hematuria. Bladder tumors may be recognized as pedunculated, radiolucent filling defects projecting into the lumen; nonpapillary, infiltrating tumors may result in fixation or flattening of the bladder wall. 4. Urinary tumor markers - - Several new tests have been developed in order to overcome the shocomings of urinary cytology such as the low sensitivity for low-grade superficial tumors and inter-observer variability. - Commercially available tests include, the BTA test, the BTA stat test, the BTA TRAK assay determination of urinary nuclear matrix protein (NMP22), Immunocyt and UroVysion . - These tests can detect cancer specific proteins in urine (BTA/NMP22) or augment cytology by identifying cell surface or cytogenetic markers in the nucleus. Other tests under investigation include identification of the Lewis X antigen on exfoliated urothelial cells, and the determination of telomerase activity in exfoliated cells. - These tests have been demonstrated to enhance detection of bladder cancer when used either individually or in combination with cytology. They have been used to detect both new index tumors as well as recurrent tumors.",models/gemini-2.0-flash,A,A,Incorrect
fabd82e2-8b86-429a-8adb-ac46dde1aba6,medmcqa,With which of the following receptors theophylline has an antagonistic interaction ?,C,,models/gemini-2.0-flash,C,C,Correct
f79a972f-3611-4cdc-837e-ce2f9393f592,medmcqa,Hyper viscosity is seen in,A,"Ref William hematology 6/e p1268 The term cryoglobulinemia refers to the presence in the serum of proteins that precipitate at temperatures below 37 degrees C and redissolve on rewarming. ... The elective treatment for hyperviscosity syndrome, whether associated with monoclonal, mixed, or polyclonalcryoglobulinemia, is plasma exchange.",models/gemini-2.0-flash,B,B,Incorrect
b1a4e1b8-fb3d-40e4-9da7-ebc8a9c0963b,medmcqa,For a positively skewed curve which measure of central tendency is largest,A,"A distribution is negatively skewed, or skewed to the left, if the scores fall toward the higher side of the scale and there are very few low scores. In positively skewed distributions, the mean is usually greater than the median, which is always greater than the mode. Ref :",models/gemini-2.0-flash,A,A,Correct
26ac2e3d-bbd7-44d6-968a-feeb54cf1a92,medmcqa,The process of hardening a cement matrix through hydration with oral fluids  to achieve greater mechanical strength is known as:,A,"Maturation (cement)—The process of hardening a cement matrix through hydration with oral fluids to achieve greater mechanical strength.
Ref: Phillip’s Science of Dental Materials ed 12 pg 309",models/gemini-2.0-flash,A,A,Correct
56b5a2d2-044c-4b80-b778-6fa762206f52,medmcqa,Superior vena cava is derived from:,C,"Ans. C Cardinal veinRef; hangman's essesntial medical Embroyology pg. 57# During early embryonic development (through 4th week), paired cardinal veins drain the body. Anterior cardinal veins drain the head and upper limb buds, while posterior cardinal veins drain the body. Both the anterior and posterior veins on each side unite at the common cardinal veins that flow into the sinus venosus and ultimately into the common atrium (Image).# Anterior cardinal veins are retained. An anastomosis between the two forms the left brachiocephalic vein, and anterior segments from both form the jugular system for the head and neck (Image).# Most of the posterior segment on the left disappears except for that forming the left superior intercostal vein, whereas the right posterior segment forms the superior vena cava.Extra mileDefects of SVC Development* Double inferior vena cava occurs when the left supracardinal vein persists, thereby forming an additional inferior vena cava below the level of the kidneys.* Left superior vena cava occurs when the left anterior cardinal vein persists, forming a superior vena cava on the left side. The right anterior cardinal vein abnormally regresses.* Double superior vena cava occurs when the left anterior cardinal vein persists, forming a superior vena cava on the left side. The right anterior cardinal vein also forms a superior vena cava on the right side.",models/gemini-2.0-flash,C,C,Correct
9ecbc05b-b255-47b5-b7b1-bf55f0f21abd,medmcqa,Testicular artery usually arises from,A,Ans) a (Abdominal aorta ....) Ref Chaurasia vol 2 pg 186Testicular artery is a branch of abdominal aorta given off at the level of vertebrae L2.Venous drainageVeins emerging from the testis forms pampiniform plexus. Plexus condenses into 4 veins at the superficial inguinal ring & into 2 veins at the deep inguinal ring.Ultimately one vein is formed which drains into IVC (on right side) or left renal vein (on left side).,models/gemini-2.0-flash,A,A,Correct
2583b8c8-aeaa-47c0-86fb-5efc9f386de6,medmcqa,Position of vocal cord in cadaver is:,C,The vocal fold of the excised larynx is known to be located at an intermediate position(the so-called cadaver position).,models/gemini-2.0-flash,B,B,Incorrect
e9038cb9-56db-473d-9d3f-440f130295ec,medmcqa,Organisms that has not been cultured successfully so far is-,B,,models/gemini-2.0-flash,B,B,Correct
b77af8ce-2e9c-4979-a544-a2331f86f6b1,medmcqa,Normal waist hip ratio of a female is below,B,"WHO CUT-OFF POINTS OF WHR Indicator CUT-OFF points Risk of metabolic complications Waist circumference >94 cm (M) >80 cm (W) Increased Hip cirrcumference >102 cm (M) >88 cm (W) Substantially increased Waist-Hip ratio >= 0.95(M) >= 0.80(W) Substantially increased Ref: Park 23rd edition Pgno : 400 WC & WHR, WHO Consultation 2008",models/gemini-2.0-flash,A,A,Incorrect
f5df7424-6485-43fa-ba98-6de498561a76,medmcqa,The most common cause of renal scaring in a 3 year old child is -,C,"Chronic pyelonephritis is characterized by renal inflammation and scarring induced by recurrent or persistent renal infection, vesicoureteral reflux, or other causes of urinary tract obstruction. VUR is a congenital condition that results from incompetence of the ureterovesical valve due to a sho intramural segment Ref Harrison20th edition pg 234",models/gemini-2.0-flash,C,C,Correct
99ae24e6-10c3-48b5-8c69-a8784ce4a4fc,medmcqa,A 6hours old snake bite patient comes to emergency with mild local edema at the injury site. On examination no abnormalities detected and lab repos are normal. Most appropriate management is,B,"All patients with a history of snake bite should be observed for 8-12 h after the bite, if the skin is broken and the offending snake cannot be positively identified as non-poisonous. Ref: Krishnan vij ; 5th ed; Page no: 484",models/gemini-2.0-flash,B,B,Correct
a822c6ea-6cfd-44c1-890f-6fac4b97e16d,medmcqa,Which of the following agents is most commonly associated with recurrent meningitis due to CSF leaks?,B,"Intracranial CSF leaks cause bacterial meningitis, about 80% are caused by S. Pneumoniae. Other causative organisms are meningococcus, Hemophilus species and S.aurues. Ref: Clinical Pediatric Neurology By Ronald B. David, Page 217",models/gemini-2.0-flash,B,B,Correct
69e9312c-9be5-4efe-a981-6bd7be0ef65b,medmcqa,Treatment of choice in traumatic facial nerve injury is:,B,"(b) Facial nerve repair(Ref. Scott Brown, 6th ed., 1404)Since generally following trauma the facial nerve injury occurs as sudden onset. Facial decompression should be the best option.",models/gemini-2.0-flash,B,B,Correct
108ff605-0712-4a5b-8a74-aa8cbefc3d07,medmcqa,"What is the best method of informing the rural population about Oral rehydration technique: March 2013 (d, f)",B,"Ans. B i.e. Demonstrations Demonstration involves showing by reason or proof explaining or making clear by use of examples or experiments. Put more simply, demonstration means to clearly show",models/gemini-2.0-flash,B,B,Correct
24b17b1d-0dac-4da1-b215-22451784b9b6,medmcqa,Lymph vessel which drain the posterior 1/3 rd of the tongue:,A,,models/gemini-2.0-flash,A,A,Correct
e7f60d58-db4c-4067-981b-2988a9de88ff,medmcqa,Risk factors associated with post-operative nausea and vomiting following strabismus surgery are all except -,A,"Ans. is 'a' i.e., Age < 3 years Post operative nausea and vomiting (PONY) following strabismus surgery It can cause post - op wound dehiscence, hematoma, orbital hemorrhage and aspiration. 30 % of all procedures are associated with PONV. Major risk factors are: Age > 3years Duration of anesthesia > 30 mins Personal or family history of post - op nausea and vomiting Personal or family history of motion sickness Medical management of PONV includes: dimenhydrinate, metoclopramide, droperidol, dexamethasone, ondansatron",models/gemini-2.0-flash,B,B,Incorrect
7f11c629-b766-486f-a98e-6de0a2be8ae3,medmcqa,All are True about Acute Osteomyelitis except,C,,models/gemini-2.0-flash,C,C,Correct
7a14deed-5c09-443b-9221-10f3a70fb6a4,medmcqa,Anterolateral ahroscopy of knee is for:,A,"Standard poals in knee ahroscopy Anterolateral poal Almost all the structures within the knee joint can be seen except- posterior cruciate ligament anterior poion of the lateral meniscus periphery of the posterior horn of the medial meniscus in tight knees. Anteromedial poal Additional viewing of lateral compament Posteromedial poal Used for viewing the posteromedial structures For repair or removal of the displaced posterior horn of meniscal tears Superolateral poal Used for diagnostically viewing the dynamics of patella-femoral joint, excision of medial plica.",models/gemini-2.0-flash,C,C,Incorrect
05e92aa4-f149-49d2-bfb3-48263f7de421,medmcqa,Regarding vaginal candidiasis which one of the following is false:,C,"Ans. C. Most common in non-pregnant womenCandidiasis is caused by Candida albinism which thrives in an acidic medium with an abundant supply of carbohydrates. It is found commonly in pregnancy, and in patients on oral contraceptives, antibiotics and. corticosteroids. It is also seen in patients with diabetes. It causes a profuse discharge and intense pruritus with soreness of vagina and dysuria. Vagina and vulva are edematous and excoriated and the white patches of cheesy material on the vagina and vulva can be easily identified. A 10%KOH smear shows the buds and hyphae of the Candida organism. Nystatin or ketoconazole vaginal tablets used for one week are curative when used along with a cream of the same medication for External use.",models/gemini-2.0-flash,C,C,Correct
d27fbb91-ef90-4092-9175-636be25c357f,medmcqa,25 year old patient Suspected to have a pneumoperitoneum. Patient is unable to stand. Best x-ray view is,A,Left lateral decubitus view demonstrates the air between dense shadow of liver and the abdominal wall.,models/gemini-2.0-flash,A,A,Correct
2b42ac45-27a8-4304-b28d-7554722e76ba,medmcqa,What is the most probable poal of entry of Aspergillus?,C,"Aspergillus species are widely distributed on decaying plants, producing chains of conidia. Aspergillus species unlike Candida species do not form the pa of normal flora of humans. They are ubiquitous in the environment; hence transmission of infection is mostly exogenous. Aspergillus transmission occurs by inhalation of airborne conidia. Risk Factors for invasive aspergillosis are: Glucocoicoid use (the most impoant risk factor) Profound neutropenia or Neutrophil dysfunction Underlying pneumonia or COPD, tuberculosis or sarcoidosis Antitumor necrosis factor therapy.",models/gemini-2.0-flash,C,C,Correct
836756cc-2b92-483b-a8cc-302b578a9eaa,medmcqa,For TOF management in antenatal period includes ?,C,"Ans. is 'c' i.e., KaryotypingTOF has been associated with untreated maternal diabetes, phenylketonuria, and intake of retinoic acid.Associated chromosomal anomalies occur in 30% cases and include trisomies 21, 18, 13 and 22q11 microdeletion, especially in pulmonary atresia and absent pulmonary valve syndrome (APVS).There is also a high association with extra - cardiac anomalies in paicular, abdominal and thoracic abnormalities.When a TOF is diagnosed during fetal life, karyotyping and targeted morphologic ultrasound examination should be offered.Isolated TOF - Good prognosis in TOF with pulmonary stenosis (>90% survival after surgery).However, other forms of TOF such as pulmonary atresia and absent pulmonary valve syndrome do not have a good prognosis (moderate prognosis for pulmonary atresia and bad prognosis for APVS).",models/gemini-2.0-flash,C,C,Correct
08255d75-8015-4389-b7ce-7621634c98d2,medmcqa,What change will be seen in vertebral column in ochronosis-,A,"Ans. is 'a' i.e., Calcification of discAlkaptonuria# It is due to deficiency of homogentisate oxidase. As a result homogentisic acid (homogentisate) is excreted execessively in urine, There are three important characteristic features in alkaptonuria-Urine becomes dark after being exposed to air. It is due spontaneous oxidation of homogentisate into benzoquinone acetate, which polvmerse to form black-brown pigment alkapton which imparts a characteristic black-brown colour to urine.Alkapton deposition occurs in sclera, ear, nose, cheeks and intervertebral disc space. A condition called ochronosis. There may be calcification of intervertebral discs.Onchronosis arthritis affecting shoulder, hips, knee.# Benedict's test is strongly positive in urine and so is the ferric chloride (FeClyl test. Benedict's reagent gives a greenish brown precipitate with brownish black supematent. Feh ling's reagent (FeClj gives blue green colour.",models/gemini-2.0-flash,A,A,Correct
55b3bce3-3a08-4770-a6c6-c416160de22e,medmcqa,"If solid line represent the rigid height, then the following diagram with excessive inter arch space is classified in?",B,,models/gemini-2.0-flash,C,C,Incorrect
476a3ecd-7c42-4c85-9982-1ce80c95ab82,medmcqa,Pearsonian measure of skewness -,B,"Ans. is b' i.e., Mean-Mode Measures of Skewness o There are following measures of skewness 1. Karl pearson's measure The formula for measuring skewness is divided into a) absolute measure Skewness = Mean - Mode b) relative measure The relative measure is known as the Coefficient of Skewness and is more frequently used than the absolute measure of skewness. Fuher, when a comparison between two or more distributions is involved, it is the relative measure of Skewness which is used.",models/gemini-2.0-flash,B,B,Correct
509f300d-f354-48fb-a2c9-fb1a55cb8e00,medmcqa,Following are the causes of sudden loss of vision except ?,D,"Ans. is 'd' i.e., Corneal ulceration",models/gemini-2.0-flash,C,C,Incorrect
cb8dbb33-9f74-4e01-8ac3-fe295178d2a1,medmcqa,All of the following are features of Lymph node histology except,D,"Red pulp and White pulp are present in spleenHistologically, a lymph node is subdivided into three regions: coex, paracoex, and medulla. All three regions have a rich supply of sinusoids, enlarged endothelially lined spaces through which lymph percolates.The afferent lymph vessels pierce the capsule on the convex surface of the node and empty their lymph into the subcapsular sinus. This sinus is continuous with the coical sinuses and delivers the lymph into the medullary sinuses, eventually to enter the efferent lymphatic vessels.Reference: Krishna Garg Histology; 5th edition; Page no: 92",models/gemini-2.0-flash,D,D,Correct
21ab1846-bbea-4bca-bd03-8933fa61ea5d,medmcqa,"During Sx for meningioma, the left paracentral lobule was injured. It would lead to paresis of",A,"Ans. is 'a' i.e Rt. Leg and perineum Paracentral lobule:On the medial surface of cerebral hemisphere, the U shaped gyrus around the end of the central sulcus is the paracentral lobule.Motor cortex is located in the precentral gyrus on the superolateral surface of the hemisphere and in the anterior part of the paracentral lobule.Stimulation in this area results in movements in the opposite half of the body.The body is represented upside down in this area.A look at the motor homunculus in Ganong will show that the leg and perineum are represented in the paracentral lobule.",models/gemini-2.0-flash,A,A,Correct
af3f9375-99f2-4495-8e66-c875d70c9612,medmcqa,Which of the following bacterial meningitis is associated with sudural effusion?,A,"Chronic Subdural Empyema It may be primary infection of subdural space from sinusitis focus causing suppuration and pus formation. It can be complication of the chronic subdural haematoma. It is due to secondary bacterial infection of collected clot/fluid. Infection is from sinusitis scalp (common)/through earlier trauma wound/haematogenous. Commonly Gram positive organisms cause empyema like streptococci (viridans/milleri) but other virulent organisms like Gram negative bacteria (H.influenzae) occasionally can cause. There is coical venous thrombophlebitis and coical infarction. Headache, fever, meningism and convulsions are the features. MRI is ideal than CT to diagnose. Treatment: Antibiotics, craniotomy and drainage; anticonvulsants, ICU care, proper monitoring, regular follow up. Condition has got 10% moality. Ref: SRB's Manual of Surgery 5th edition Pgno : 1097",models/gemini-2.0-flash,A,A,Correct
af913acc-4ca3-4266-a199-86b667524325,medmcqa,"All of the following statements are true regarding hyperophy, except:",D,"The increased size of the cells is due to the synthesis and assembly of additional intracellular structural components. Hyperophy refers to an increase in the size of cells, which results in an increase in the size of the affected organ. Cells capable of division may respond to stress by undergoing both hyperplasia and hyperophy. The hyperophied organ has no new cells, just larger cells.",models/gemini-2.0-flash,D,D,Correct
90c75fdd-c6c6-4320-8411-9a5a750b5c5d,medmcqa,Glucose sympo occurs with:,A,A i.e. Na+,models/gemini-2.0-flash,A,A,Correct
4fb5da8e-6fa9-4308-829d-bef54d70af7c,medmcqa,All are true about temporal arteritis except -,C,,models/gemini-2.0-flash,C,C,Correct
9595ba1f-bc34-42ab-8603-45961b925ad0,medmcqa,Of the various modalities used in the treatment of re-threatening effects of hyperkalemia which one of the following as the most rapid onset of action ?,A,,models/gemini-2.0-flash,D,D,Incorrect
b801715b-75b9-41bd-8f3c-828469d01266,medmcqa,In chronic alcoholism the rate limiting component for alcohol metabolism excluding enzymes is/are : (PGI Dec 2008),B,"Ans : B (NAD+) & C (NADPH) In chronic alcoholism rate limiting component for alcohol metabolism is NAD* & NADPHOxidation of ethanol by alcohol dehydrogenaseQ & NADQ leads to excess production of NADHSome metabolism of ethanol takes place via a cytochrome P450 dependent microsomal ethanol oxidising systme (MEOS) Q involving NADPH & O2:, This system increase in activity in chronic alcoholism & may account for the increased metabolic clearnce in this condition.Ethanol + NADPH + H+ O2 MEOS Acetaldehyde",models/gemini-2.0-flash,B,B,Correct
12b668e8-af03-47d7-bc80-41dec978da4d,medmcqa,Minimum level of iodine iodized salt reaching the consumer level according to iodine programme should be:-,C,"National Iodine deficiency disorder programme , 1992: - National goitre control programme, 1962 is conveed to NIDDCP, 1992 - Impact indicators: Major indicator - Urinary iodine excretion levels ( generally measured in pregnant women over 24hrs) Others - Neonatal hypothyroidism , Goitre - Level of salt iodinisation: 30 ppm at production level 15 ppm at consumer level - Two-in-one salt: 40mcg iodine + 1mg iron/gm of salt MBI kits- Field Test Kits that allow Iodised salt manufacturers, quality controllers, health inspectors, social workers, NGO activists and even school children to assess the amount of iodine in iodised salt.",models/gemini-2.0-flash,C,C,Correct
8a72ed74-b546-481b-bf0c-0c812ce2f3df,medmcqa,True statement regarding specific death rates,D,"(A1I of the above) (54- Park 20th)Specific death rates - may be (a) cause or disease specific e.g. TB, cancer, accidents (b) Related to specific groups e.g. age specific, sex specific, age and sex specific etc.* Rates can also be made specific for many others variables such as income, religion, race, housing etc.* Specific death rates can help us to identify particular groups or groups ""at risk"" for preventive action. They permit comparisons between different causes within the same populations* Specific death rates are obtained mainly in countries in which a satisfactory civil registration system operates and in which a high proportion of death is certified medically.",models/gemini-2.0-flash,D,D,Correct
6d21ae16-b1b7-42d3-ba62-7e310d8b0198,medmcqa,Pre-exposure prophylaxis for rabies is given on days,D,"New recommended regimen/Schedule (New guidelines( Type of prophylaxis Regimen Post exposure Intramuscular Essen Regimen (1-1-1-1-1) Day 0,3,7,14,28 Post exposure intradermal Updated Thai Red Cross Regimen (2-2-2-0-2) Day 0,3,7,28 Post exposure in vaccinated individuals Day 0,3 Pre-exposure prophylaxis Day 0,7,21/28 Minimum potency: 2.5 IU per IM dose Zagreb regimen of rabies Vaccine (Intramuscular Post-exposure) : 1. 4-dose abbreted multisite regimen 2-0-1-0-1 (2 doses on Day 0,1 dose on Day 7, 1 dose on day 21 Ref: Park 25th edition Pgno : 297-298",models/gemini-2.0-flash,C,C,Incorrect
bf09d252-e987-480b-9a17-fe566ad398b9,medmcqa,"Regarding Sjogren's syndrome, all are true except: September 2010",C,"Ans. C: Epiphora SjOgren's syndrome (also known as ""Mikulicz disease"" and ""Sicca syndrome"", is a systemic autoimmune disease in which immune cells attack and destroy the exocrine glands that produce tears and saliva SjOgren's syndrome can exist as a disorder in its own right (Primary Sjogren's syndrome) or it may develop years after the onset of an associated rheumatic disorder such as rheumatoid ahritis, systemic lupus erythematosus, scleroderma, primary biliary cirrhosis etc. (Secondary SjOgren's syndrome)",models/gemini-2.0-flash,C,C,Correct
a79732e1-a0c9-4e81-bce6-fbcacaaab4e7,medmcqa,Best indicator of antemoum drowning is :,A,A i.e. Fine froth in mouth & nostril,models/gemini-2.0-flash,A,A,Correct
